Record Length,Analog:100000
Sample Interval,CH3:2.000000E-07
Vertical Units, CH3:V
Vertical Scale, CH3:+2.000000E-01
Vertical Offset, CH3:-2.000000E-01
Horizontal Units,s
Horizontal Scale,+2.000000E-03
Model Number,T3DSO2354A
Serial Number,T0101C22190207
Software Version,5.0.1.3.9R12
Source,CH3
Second,Value
-3.2212000000E-03,+1.666665E-03
-3.2210000000E-03,+1.500000E-02
-3.2208000000E-03,-1.666665E-03
-3.2206000000E-03,+1.666665E-03
-3.2204000000E-03,+8.333325E-03
-3.2202000000E-03,+1.666665E-03
-3.2200000000E-03,+1.333334E-02
-3.2198000000E-03,+1.666665E-03
-3.2196000000E-03,+8.333325E-03
-3.2194000000E-03,+1.333334E-02
-3.2192000000E-03,+0.000000E+00
-3.2190000000E-03,+1.666665E-03
-3.2188000000E-03,+2.333333E-02
-3.2186000000E-03,+1.500000E-02
-3.2184000000E-03,-1.666665E-03
-3.2182000000E-03,+1.333334E-02
-3.2180000000E-03,+3.333330E-03
-3.2178000000E-03,-4.999995E-03
-3.2176000000E-03,+4.999995E-03
-3.2174000000E-03,+0.000000E+00
-3.2172000000E-03,+3.333330E-03
-3.2170000000E-03,+8.333325E-03
-3.2168000000E-03,+4.999995E-03
-3.2166000000E-03,+1.166667E-02
-3.2164000000E-03,-1.666665E-03
-3.2162000000E-03,+3.333330E-03
-3.2160000000E-03,+1.666667E-02
-3.2158000000E-03,+1.000001E-02
-3.2156000000E-03,-1.333334E-02
-3.2154000000E-03,-1.333334E-02
-3.2152000000E-03,+1.666667E-02
-3.2150000000E-03,+8.333325E-03
-3.2148000000E-03,+0.000000E+00
-3.2146000000E-03,+4.999995E-03
-3.2144000000E-03,-8.333340E-03
-3.2142000000E-03,+6.666660E-03
-3.2140000000E-03,-1.500000E-02
-3.2138000000E-03,+4.999995E-03
-3.2136000000E-03,+2.000000E-02
-3.2134000000E-03,+1.666665E-03
-3.2132000000E-03,+4.999995E-03
-3.2130000000E-03,-1.666665E-03
-3.2128000000E-03,+0.000000E+00
-3.2126000000E-03,+3.333330E-03
-3.2124000000E-03,+3.333330E-03
-3.2122000000E-03,+2.000000E-02
-3.2120000000E-03,-1.666665E-03
-3.2118000000E-03,+8.333325E-03
-3.2116000000E-03,-1.166667E-02
-3.2114000000E-03,+1.333334E-02
-3.2112000000E-03,+1.666665E-03
-3.2110000000E-03,+2.000000E-02
-3.2108000000E-03,+1.500000E-02
-3.2106000000E-03,+3.333330E-03
-3.2104000000E-03,+4.999995E-03
-3.2102000000E-03,-8.333340E-03
-3.2100000000E-03,-1.000001E-02
-3.2098000000E-03,-4.999995E-03
-3.2096000000E-03,+3.000000E-02
-3.2094000000E-03,+1.166667E-02
-3.2092000000E-03,+3.333330E-03
-3.2090000000E-03,-3.333330E-03
-3.2088000000E-03,-1.666665E-03
-3.2086000000E-03,+1.000001E-02
-3.2084000000E-03,-6.666675E-03
-3.2082000000E-03,+6.666660E-03
-3.2080000000E-03,+1.166667E-02
-3.2078000000E-03,+3.333330E-03
-3.2076000000E-03,-8.333340E-03
-3.2074000000E-03,+1.833333E-02
-3.2072000000E-03,+1.500000E-02
-3.2070000000E-03,+4.999995E-03
-3.2068000000E-03,-1.000001E-02
-3.2066000000E-03,+1.166667E-02
-3.2064000000E-03,+8.333325E-03
-3.2062000000E-03,+0.000000E+00
-3.2060000000E-03,+0.000000E+00
-3.2058000000E-03,+4.999995E-03
-3.2056000000E-03,+1.666665E-03
-3.2054000000E-03,+1.000001E-02
-3.2052000000E-03,+6.666660E-03
-3.2050000000E-03,+4.999995E-03
-3.2048000000E-03,+1.500000E-02
-3.2046000000E-03,-8.333340E-03
-3.2044000000E-03,+3.333330E-03
-3.2042000000E-03,+4.999995E-03
-3.2040000000E-03,+0.000000E+00
-3.2038000000E-03,+1.333334E-02
-3.2036000000E-03,+8.333325E-03
-3.2034000000E-03,-6.666675E-03
-3.2032000000E-03,-3.333330E-03
-3.2030000000E-03,+8.333325E-03
-3.2028000000E-03,+1.166667E-02
-3.2026000000E-03,+0.000000E+00
-3.2024000000E-03,-1.666665E-03
-3.2022000000E-03,-3.333330E-03
-3.2020000000E-03,+3.333330E-03
-3.2018000000E-03,+1.166667E-02
-3.2016000000E-03,-1.666665E-03
-3.2014000000E-03,+4.999995E-03
-3.2012000000E-03,+0.000000E+00
-3.2010000000E-03,+6.666660E-03
-3.2008000000E-03,+0.000000E+00
-3.2006000000E-03,+0.000000E+00
-3.2004000000E-03,+1.666665E-03
-3.2002000000E-03,-1.666665E-03
-3.2000000000E-03,+3.333330E-03
-3.1998000000E-03,-1.666665E-03
-3.1996000000E-03,-1.333334E-02
-3.1994000000E-03,-8.333340E-03
-3.1992000000E-03,+8.333325E-03
-3.1990000000E-03,-4.999995E-03
-3.1988000000E-03,+3.333330E-03
-3.1986000000E-03,-3.333330E-03
-3.1984000000E-03,+3.333330E-03
-3.1982000000E-03,+4.999995E-03
-3.1980000000E-03,-1.666665E-03
-3.1978000000E-03,-3.333330E-03
-3.1976000000E-03,+6.666660E-03
-3.1974000000E-03,+1.333334E-02
-3.1972000000E-03,+4.999995E-03
-3.1970000000E-03,+0.000000E+00
-3.1968000000E-03,+1.666667E-02
-3.1966000000E-03,+1.166667E-02
-3.1964000000E-03,+6.666660E-03
-3.1962000000E-03,+1.166667E-02
-3.1960000000E-03,+1.666665E-03
-3.1958000000E-03,+6.666660E-03
-3.1956000000E-03,-1.166667E-02
-3.1954000000E-03,-4.999995E-03
-3.1952000000E-03,+4.999995E-03
-3.1950000000E-03,+1.000001E-02
-3.1948000000E-03,+3.333330E-03
-3.1946000000E-03,-1.166667E-02
-3.1944000000E-03,+0.000000E+00
-3.1942000000E-03,+4.999995E-03
-3.1940000000E-03,+0.000000E+00
-3.1938000000E-03,-1.333334E-02
-3.1936000000E-03,+6.666660E-03
-3.1934000000E-03,-3.333330E-03
-3.1932000000E-03,+1.833333E-02
-3.1930000000E-03,+1.666665E-03
-3.1928000000E-03,-3.333330E-03
-3.1926000000E-03,+1.000001E-02
-3.1924000000E-03,+1.000001E-02
-3.1922000000E-03,+1.000001E-02
-3.1920000000E-03,+0.000000E+00
-3.1918000000E-03,-4.999995E-03
-3.1916000000E-03,+1.500000E-02
-3.1914000000E-03,+4.999995E-03
-3.1912000000E-03,+1.666665E-03
-3.1910000000E-03,+0.000000E+00
-3.1908000000E-03,-6.666675E-03
-3.1906000000E-03,+1.000001E-02
-3.1904000000E-03,-1.666665E-03
-3.1902000000E-03,+1.666665E-03
-3.1900000000E-03,+1.833333E-02
-3.1898000000E-03,-3.333330E-03
-3.1896000000E-03,-6.666675E-03
-3.1894000000E-03,-1.000001E-02
-3.1892000000E-03,+1.166667E-02
-3.1890000000E-03,+0.000000E+00
-3.1888000000E-03,-1.666665E-03
-3.1886000000E-03,+4.999995E-03
-3.1884000000E-03,+1.666665E-03
-3.1882000000E-03,+4.999995E-03
-3.1880000000E-03,+1.166667E-02
-3.1878000000E-03,+0.000000E+00
-3.1876000000E-03,-2.500001E-02
-3.1874000000E-03,+3.333330E-03
-3.1872000000E-03,+1.500000E-02
-3.1870000000E-03,-1.666665E-03
-3.1868000000E-03,+1.666665E-03
-3.1866000000E-03,+1.833333E-02
-3.1864000000E-03,+1.333334E-02
-3.1862000000E-03,+3.333330E-03
-3.1860000000E-03,+8.333325E-03
-3.1858000000E-03,-1.666665E-03
-3.1856000000E-03,+6.666660E-03
-3.1854000000E-03,-1.000001E-02
-3.1852000000E-03,+1.166667E-02
-3.1850000000E-03,-1.166667E-02
-3.1848000000E-03,-8.333340E-03
-3.1846000000E-03,-6.666675E-03
-3.1844000000E-03,-1.666665E-03
-3.1842000000E-03,+1.666665E-03
-3.1840000000E-03,-1.666665E-03
-3.1838000000E-03,-1.666667E-02
-3.1836000000E-03,-1.000001E-02
-3.1834000000E-03,-1.666665E-03
-3.1832000000E-03,+3.333330E-03
-3.1830000000E-03,+1.000001E-02
-3.1828000000E-03,+0.000000E+00
-3.1826000000E-03,+8.333325E-03
-3.1824000000E-03,+1.500000E-02
-3.1822000000E-03,+3.333330E-03
-3.1820000000E-03,+1.666665E-03
-3.1818000000E-03,+6.666660E-03
-3.1816000000E-03,+3.333330E-03
-3.1814000000E-03,+3.333330E-03
-3.1812000000E-03,+3.333330E-03
-3.1810000000E-03,+1.500000E-02
-3.1808000000E-03,+8.333325E-03
-3.1806000000E-03,+6.666660E-03
-3.1804000000E-03,-6.666675E-03
-3.1802000000E-03,+1.833333E-02
-3.1800000000E-03,+1.500000E-02
-3.1798000000E-03,+8.333325E-03
-3.1796000000E-03,+1.666665E-03
-3.1794000000E-03,+4.999995E-03
-3.1792000000E-03,+4.999995E-03
-3.1790000000E-03,+1.833333E-02
-3.1788000000E-03,+1.500000E-02
-3.1786000000E-03,+0.000000E+00
-3.1784000000E-03,+1.666667E-02
-3.1782000000E-03,+1.166667E-02
-3.1780000000E-03,-3.333330E-03
-3.1778000000E-03,-1.666665E-03
-3.1776000000E-03,-1.166667E-02
-3.1774000000E-03,-4.999995E-03
-3.1772000000E-03,-1.666665E-03
-3.1770000000E-03,+4.999995E-03
-3.1768000000E-03,+3.333330E-03
-3.1766000000E-03,+1.666667E-02
-3.1764000000E-03,+1.666665E-03
-3.1762000000E-03,+1.666667E-02
-3.1760000000E-03,+1.666665E-03
-3.1758000000E-03,-1.333334E-02
-3.1756000000E-03,+0.000000E+00
-3.1754000000E-03,+4.999995E-03
-3.1752000000E-03,+6.666660E-03
-3.1750000000E-03,+1.333334E-02
-3.1748000000E-03,+1.000001E-02
-3.1746000000E-03,+4.999995E-03
-3.1744000000E-03,-1.000001E-02
-3.1742000000E-03,-1.666665E-03
-3.1740000000E-03,+3.333330E-03
-3.1738000000E-03,+8.333325E-03
-3.1736000000E-03,-6.666675E-03
-3.1734000000E-03,-8.333340E-03
-3.1732000000E-03,+8.333325E-03
-3.1730000000E-03,+1.333334E-02
-3.1728000000E-03,+1.666665E-03
-3.1726000000E-03,-1.666665E-03
-3.1724000000E-03,+3.333330E-03
-3.1722000000E-03,-6.666675E-03
-3.1720000000E-03,+3.333330E-03
-3.1718000000E-03,+1.500000E-02
-3.1716000000E-03,-3.333330E-03
-3.1714000000E-03,-1.500000E-02
-3.1712000000E-03,-4.999995E-03
-3.1710000000E-03,+1.500000E-02
-3.1708000000E-03,+1.666667E-02
-3.1706000000E-03,+1.666665E-03
-3.1704000000E-03,+4.999995E-03
-3.1702000000E-03,+8.333325E-03
-3.1700000000E-03,+1.333334E-02
-3.1698000000E-03,-3.333330E-03
-3.1696000000E-03,-3.333330E-03
-3.1694000000E-03,+1.666665E-03
-3.1692000000E-03,+0.000000E+00
-3.1690000000E-03,-1.666665E-03
-3.1688000000E-03,+1.666665E-03
-3.1686000000E-03,+1.666665E-03
-3.1684000000E-03,+1.000001E-02
-3.1682000000E-03,+4.999995E-03
-3.1680000000E-03,-1.166667E-02
-3.1678000000E-03,+1.666665E-03
-3.1676000000E-03,-3.333330E-03
-3.1674000000E-03,-6.666675E-03
-3.1672000000E-03,+3.333330E-03
-3.1670000000E-03,-8.333340E-03
-3.1668000000E-03,+0.000000E+00
-3.1666000000E-03,+1.666665E-03
-3.1664000000E-03,+4.999995E-03
-3.1662000000E-03,+1.000001E-02
-3.1660000000E-03,+0.000000E+00
-3.1658000000E-03,+0.000000E+00
-3.1656000000E-03,+1.166667E-02
-3.1654000000E-03,-3.333330E-03
-3.1652000000E-03,+8.333325E-03
-3.1650000000E-03,+1.666665E-03
-3.1648000000E-03,+8.333325E-03
-3.1646000000E-03,-4.999995E-03
-3.1644000000E-03,-3.333330E-03
-3.1642000000E-03,+1.000001E-02
-3.1640000000E-03,+1.333334E-02
-3.1638000000E-03,+1.333334E-02
-3.1636000000E-03,+1.333334E-02
-3.1634000000E-03,+0.000000E+00
-3.1632000000E-03,+6.666660E-03
-3.1630000000E-03,+3.333330E-03
-3.1628000000E-03,-1.666665E-03
-3.1626000000E-03,-1.666665E-03
-3.1624000000E-03,-4.999995E-03
-3.1622000000E-03,+4.999995E-03
-3.1620000000E-03,+1.166667E-02
-3.1618000000E-03,+6.666660E-03
-3.1616000000E-03,-1.666667E-02
-3.1614000000E-03,-1.666665E-03
-3.1612000000E-03,+0.000000E+00
-3.1610000000E-03,+3.333330E-03
-3.1608000000E-03,+1.333334E-02
-3.1606000000E-03,+3.333330E-03
-3.1604000000E-03,+8.333325E-03
-3.1602000000E-03,+1.000001E-02
-3.1600000000E-03,+6.666660E-03
-3.1598000000E-03,+1.166667E-02
-3.1596000000E-03,+1.000001E-02
-3.1594000000E-03,+0.000000E+00
-3.1592000000E-03,+0.000000E+00
-3.1590000000E-03,-8.333340E-03
-3.1588000000E-03,-1.666665E-03
-3.1586000000E-03,+4.999995E-03
-3.1584000000E-03,+0.000000E+00
-3.1582000000E-03,+1.666665E-03
-3.1580000000E-03,+6.666660E-03
-3.1578000000E-03,+1.666667E-02
-3.1576000000E-03,+1.166667E-02
-3.1574000000E-03,-3.333330E-03
-3.1572000000E-03,+3.333330E-03
-3.1570000000E-03,+1.833333E-02
-3.1568000000E-03,+4.999995E-03
-3.1566000000E-03,-4.999995E-03
-3.1564000000E-03,-1.666665E-03
-3.1562000000E-03,+4.999995E-03
-3.1560000000E-03,+0.000000E+00
-3.1558000000E-03,+6.666660E-03
-3.1556000000E-03,-1.666665E-03
-3.1554000000E-03,+4.999995E-03
-3.1552000000E-03,+1.666667E-02
-3.1550000000E-03,+1.166667E-02
-3.1548000000E-03,+1.666665E-03
-3.1546000000E-03,+8.333325E-03
-3.1544000000E-03,-1.666665E-03
-3.1542000000E-03,+6.666660E-03
-3.1540000000E-03,+4.999995E-03
-3.1538000000E-03,-3.333330E-03
-3.1536000000E-03,+1.000001E-02
-3.1534000000E-03,+4.999995E-03
-3.1532000000E-03,+1.666665E-03
-3.1530000000E-03,-6.666675E-03
-3.1528000000E-03,+6.666660E-03
-3.1526000000E-03,+1.666665E-03
-3.1524000000E-03,-1.666665E-03
-3.1522000000E-03,+4.999995E-03
-3.1520000000E-03,+1.500000E-02
-3.1518000000E-03,+1.333334E-02
-3.1516000000E-03,+1.000001E-02
-3.1514000000E-03,+1.166667E-02
-3.1512000000E-03,+0.000000E+00
-3.1510000000E-03,+1.166667E-02
-3.1508000000E-03,+1.333334E-02
-3.1506000000E-03,+4.999995E-03
-3.1504000000E-03,+4.999995E-03
-3.1502000000E-03,+8.333325E-03
-3.1500000000E-03,+4.999995E-03
-3.1498000000E-03,+1.666665E-03
-3.1496000000E-03,+3.333330E-03
-3.1494000000E-03,+3.333330E-03
-3.1492000000E-03,+3.333330E-03
-3.1490000000E-03,+1.333334E-02
-3.1488000000E-03,+0.000000E+00
-3.1486000000E-03,+1.666667E-02
-3.1484000000E-03,-3.333330E-03
-3.1482000000E-03,-1.166667E-02
-3.1480000000E-03,+3.333330E-03
-3.1478000000E-03,-1.666665E-03
-3.1476000000E-03,+8.333325E-03
-3.1474000000E-03,+0.000000E+00
-3.1472000000E-03,+1.666665E-03
-3.1470000000E-03,+3.333330E-03
-3.1468000000E-03,+1.000001E-02
-3.1466000000E-03,+2.000000E-02
-3.1464000000E-03,+0.000000E+00
-3.1462000000E-03,+0.000000E+00
-3.1460000000E-03,+0.000000E+00
-3.1458000000E-03,+2.000000E-02
-3.1456000000E-03,+1.333334E-02
-3.1454000000E-03,+4.999995E-03
-3.1452000000E-03,-4.999995E-03
-3.1450000000E-03,-3.333330E-03
-3.1448000000E-03,-1.666665E-03
-3.1446000000E-03,+1.666667E-02
-3.1444000000E-03,+3.333330E-03
-3.1442000000E-03,+8.333325E-03
-3.1440000000E-03,+3.333330E-03
-3.1438000000E-03,-8.333340E-03
-3.1436000000E-03,-1.333334E-02
-3.1434000000E-03,-6.666675E-03
-3.1432000000E-03,+1.000001E-02
-3.1430000000E-03,+8.333325E-03
-3.1428000000E-03,+3.333330E-03
-3.1426000000E-03,-3.333330E-03
-3.1424000000E-03,+4.999995E-03
-3.1422000000E-03,+3.333330E-03
-3.1420000000E-03,+0.000000E+00
-3.1418000000E-03,+1.333334E-02
-3.1416000000E-03,+1.166667E-02
-3.1414000000E-03,+1.000001E-02
-3.1412000000E-03,-1.000001E-02
-3.1410000000E-03,-8.333340E-03
-3.1408000000E-03,+6.666660E-03
-3.1406000000E-03,+1.500000E-02
-3.1404000000E-03,-1.166667E-02
-3.1402000000E-03,-1.666665E-03
-3.1400000000E-03,-1.666665E-03
-3.1398000000E-03,+1.166667E-02
-3.1396000000E-03,-3.333330E-03
-3.1394000000E-03,-1.166667E-02
-3.1392000000E-03,-1.666665E-03
-3.1390000000E-03,-1.666665E-03
-3.1388000000E-03,+4.999995E-03
-3.1386000000E-03,+1.166667E-02
-3.1384000000E-03,-4.999995E-03
-3.1382000000E-03,+0.000000E+00
-3.1380000000E-03,-1.000001E-02
-3.1378000000E-03,-1.000001E-02
-3.1376000000E-03,+8.333325E-03
-3.1374000000E-03,+0.000000E+00
-3.1372000000E-03,-3.333330E-03
-3.1370000000E-03,+0.000000E+00
-3.1368000000E-03,+1.666667E-02
-3.1366000000E-03,-1.000001E-02
-3.1364000000E-03,+8.333325E-03
-3.1362000000E-03,-1.666665E-03
-3.1360000000E-03,+1.500000E-02
-3.1358000000E-03,-1.333334E-02
-3.1356000000E-03,+3.333330E-03
-3.1354000000E-03,+0.000000E+00
-3.1352000000E-03,-1.333334E-02
-3.1350000000E-03,+1.000001E-02
-3.1348000000E-03,-1.666667E-02
-3.1346000000E-03,-6.666675E-03
-3.1344000000E-03,-1.666665E-03
-3.1342000000E-03,+6.666660E-03
-3.1340000000E-03,-4.999995E-03
-3.1338000000E-03,-1.666665E-03
-3.1336000000E-03,-3.333330E-03
-3.1334000000E-03,-1.166667E-02
-3.1332000000E-03,-4.999995E-03
-3.1330000000E-03,+1.666665E-03
-3.1328000000E-03,+1.666665E-03
-3.1326000000E-03,-3.333330E-03
-3.1324000000E-03,-8.333340E-03
-3.1322000000E-03,-6.666675E-03
-3.1320000000E-03,+8.333325E-03
-3.1318000000E-03,+1.333334E-02
-3.1316000000E-03,-3.333330E-03
-3.1314000000E-03,-3.333330E-03
-3.1312000000E-03,-1.000001E-02
-3.1310000000E-03,+0.000000E+00
-3.1308000000E-03,+1.666665E-03
-3.1306000000E-03,+4.999995E-03
-3.1304000000E-03,-3.333330E-03
-3.1302000000E-03,-4.999995E-03
-3.1300000000E-03,-3.333330E-03
-3.1298000000E-03,+1.333334E-02
-3.1296000000E-03,-6.666675E-03
-3.1294000000E-03,+1.666665E-03
-3.1292000000E-03,+1.333334E-02
-3.1290000000E-03,+1.666665E-03
-3.1288000000E-03,+1.666665E-03
-3.1286000000E-03,-1.666665E-03
-3.1284000000E-03,+1.500000E-02
-3.1282000000E-03,-1.666665E-03
-3.1280000000E-03,+1.000001E-02
-3.1278000000E-03,+1.666665E-03
-3.1276000000E-03,+4.999995E-03
-3.1274000000E-03,+0.000000E+00
-3.1272000000E-03,-3.333330E-03
-3.1270000000E-03,-4.999995E-03
-3.1268000000E-03,+1.500000E-02
-3.1266000000E-03,+1.333334E-02
-3.1264000000E-03,+6.666660E-03
-3.1262000000E-03,+6.666660E-03
-3.1260000000E-03,-1.166667E-02
-3.1258000000E-03,-1.666665E-03
-3.1256000000E-03,+3.333330E-03
-3.1254000000E-03,+1.500000E-02
-3.1252000000E-03,+4.999995E-03
-3.1250000000E-03,+6.666660E-03
-3.1248000000E-03,+1.666665E-03
-3.1246000000E-03,+8.333325E-03
-3.1244000000E-03,-3.333330E-03
-3.1242000000E-03,-8.333340E-03
-3.1240000000E-03,-1.666665E-03
-3.1238000000E-03,+1.333334E-02
-3.1236000000E-03,+1.666665E-03
-3.1234000000E-03,+6.666660E-03
-3.1232000000E-03,-4.999995E-03
-3.1230000000E-03,+4.999995E-03
-3.1228000000E-03,-8.333340E-03
-3.1226000000E-03,-8.333340E-03
-3.1224000000E-03,+1.333334E-02
-3.1222000000E-03,-1.666665E-03
-3.1220000000E-03,+1.666665E-03
-3.1218000000E-03,-1.666665E-03
-3.1216000000E-03,-1.666665E-03
-3.1214000000E-03,+3.333330E-03
-3.1212000000E-03,+0.000000E+00
-3.1210000000E-03,-3.333330E-03
-3.1208000000E-03,+1.666665E-03
-3.1206000000E-03,+6.666660E-03
-3.1204000000E-03,+1.500000E-02
-3.1202000000E-03,-1.000001E-02
-3.1200000000E-03,+3.333330E-03
-3.1198000000E-03,-4.999995E-03
-3.1196000000E-03,+1.166667E-02
-3.1194000000E-03,+1.000001E-02
-3.1192000000E-03,+3.333330E-03
-3.1190000000E-03,+8.333325E-03
-3.1188000000E-03,+4.999995E-03
-3.1186000000E-03,-1.666665E-03
-3.1184000000E-03,+0.000000E+00
-3.1182000000E-03,+1.666665E-03
-3.1180000000E-03,-2.166668E-02
-3.1178000000E-03,-3.333330E-03
-3.1176000000E-03,-4.999995E-03
-3.1174000000E-03,+3.333330E-03
-3.1172000000E-03,+1.333334E-02
-3.1170000000E-03,-1.666665E-03
-3.1168000000E-03,+1.666665E-03
-3.1166000000E-03,+4.999995E-03
-3.1164000000E-03,-1.666665E-03
-3.1162000000E-03,+0.000000E+00
-3.1160000000E-03,-4.999995E-03
-3.1158000000E-03,-1.666665E-03
-3.1156000000E-03,+6.666660E-03
-3.1154000000E-03,+1.333334E-02
-3.1152000000E-03,-1.666665E-03
-3.1150000000E-03,+6.666660E-03
-3.1148000000E-03,+1.666665E-03
-3.1146000000E-03,+0.000000E+00
-3.1144000000E-03,+4.999995E-03
-3.1142000000E-03,+0.000000E+00
-3.1140000000E-03,+4.999995E-03
-3.1138000000E-03,+4.999995E-03
-3.1136000000E-03,+1.000001E-02
-3.1134000000E-03,+1.666667E-02
-3.1132000000E-03,-1.166667E-02
-3.1130000000E-03,-6.666675E-03
-3.1128000000E-03,-1.333334E-02
-3.1126000000E-03,+6.666660E-03
-3.1124000000E-03,+3.333330E-03
-3.1122000000E-03,-6.666675E-03
-3.1120000000E-03,-3.333330E-03
-3.1118000000E-03,+4.999995E-03
-3.1116000000E-03,+1.000001E-02
-3.1114000000E-03,+6.666660E-03
-3.1112000000E-03,-3.333330E-03
-3.1110000000E-03,+1.000001E-02
-3.1108000000E-03,+1.500000E-02
-3.1106000000E-03,-1.666665E-03
-3.1104000000E-03,+1.666665E-03
-3.1102000000E-03,+1.666665E-03
-3.1100000000E-03,-3.333330E-03
-3.1098000000E-03,+1.666665E-03
-3.1096000000E-03,+1.166667E-02
-3.1094000000E-03,+2.000000E-02
-3.1092000000E-03,+6.666660E-03
-3.1090000000E-03,+4.999995E-03
-3.1088000000E-03,-1.666665E-03
-3.1086000000E-03,+4.999995E-03
-3.1084000000E-03,+3.333330E-03
-3.1082000000E-03,+1.000001E-02
-3.1080000000E-03,+6.666660E-03
-3.1078000000E-03,-3.333330E-03
-3.1076000000E-03,+8.333325E-03
-3.1074000000E-03,+3.333330E-03
-3.1072000000E-03,-1.666665E-03
-3.1070000000E-03,+1.333334E-02
-3.1068000000E-03,+0.000000E+00
-3.1066000000E-03,+0.000000E+00
-3.1064000000E-03,-4.999995E-03
-3.1062000000E-03,+8.333325E-03
-3.1060000000E-03,+1.666665E-03
-3.1058000000E-03,+1.500000E-02
-3.1056000000E-03,+1.166667E-02
-3.1054000000E-03,+1.333334E-02
-3.1052000000E-03,+1.166667E-02
-3.1050000000E-03,+1.666665E-03
-3.1048000000E-03,-3.333330E-03
-3.1046000000E-03,+1.666665E-03
-3.1044000000E-03,-4.999995E-03
-3.1042000000E-03,-1.666665E-03
-3.1040000000E-03,+3.333330E-03
-3.1038000000E-03,+1.000001E-02
-3.1036000000E-03,+1.333334E-02
-3.1034000000E-03,-1.166667E-02
-3.1032000000E-03,-6.666675E-03
-3.1030000000E-03,+3.333330E-03
-3.1028000000E-03,+1.166667E-02
-3.1026000000E-03,-8.333340E-03
-3.1024000000E-03,-3.333330E-03
-3.1022000000E-03,+8.333325E-03
-3.1020000000E-03,-1.666665E-03
-3.1018000000E-03,+8.333325E-03
-3.1016000000E-03,+1.000001E-02
-3.1014000000E-03,+4.999995E-03
-3.1012000000E-03,-6.666675E-03
-3.1010000000E-03,-3.333330E-03
-3.1008000000E-03,+6.666660E-03
-3.1006000000E-03,-1.666667E-02
-3.1004000000E-03,+6.666660E-03
-3.1002000000E-03,+1.666665E-03
-3.1000000000E-03,+1.333334E-02
-3.0998000000E-03,+1.666665E-03
-3.0996000000E-03,+3.333330E-03
-3.0994000000E-03,-3.333330E-03
-3.0992000000E-03,-6.666675E-03
-3.0990000000E-03,+1.666665E-03
-3.0988000000E-03,-1.666665E-03
-3.0986000000E-03,+1.500000E-02
-3.0984000000E-03,+4.999995E-03
-3.0982000000E-03,+1.166667E-02
-3.0980000000E-03,-6.666675E-03
-3.0978000000E-03,-3.333330E-03
-3.0976000000E-03,-1.666665E-03
-3.0974000000E-03,+1.666665E-03
-3.0972000000E-03,+1.666665E-03
-3.0970000000E-03,+3.333330E-03
-3.0968000000E-03,+1.666667E-02
-3.0966000000E-03,+1.666665E-03
-3.0964000000E-03,+6.666660E-03
-3.0962000000E-03,+4.999995E-03
-3.0960000000E-03,+1.666665E-03
-3.0958000000E-03,-1.000001E-02
-3.0956000000E-03,+0.000000E+00
-3.0954000000E-03,+6.666660E-03
-3.0952000000E-03,-6.666675E-03
-3.0950000000E-03,+6.666660E-03
-3.0948000000E-03,-1.666665E-03
-3.0946000000E-03,+1.333334E-02
-3.0944000000E-03,+4.999995E-03
-3.0942000000E-03,+3.333330E-03
-3.0940000000E-03,+0.000000E+00
-3.0938000000E-03,+6.666660E-03
-3.0936000000E-03,+4.999995E-03
-3.0934000000E-03,+1.000001E-02
-3.0932000000E-03,-3.333330E-03
-3.0930000000E-03,-3.333330E-03
-3.0928000000E-03,-3.333330E-03
-3.0926000000E-03,+3.333330E-03
-3.0924000000E-03,+1.000001E-02
-3.0922000000E-03,+0.000000E+00
-3.0920000000E-03,+4.999995E-03
-3.0918000000E-03,-4.999995E-03
-3.0916000000E-03,-6.666675E-03
-3.0914000000E-03,+8.333325E-03
-3.0912000000E-03,+4.999995E-03
-3.0910000000E-03,+6.666660E-03
-3.0908000000E-03,+0.000000E+00
-3.0906000000E-03,-3.333330E-03
-3.0904000000E-03,+1.666665E-03
-3.0902000000E-03,-1.166667E-02
-3.0900000000E-03,+8.333325E-03
-3.0898000000E-03,+4.999995E-03
-3.0896000000E-03,+1.833333E-02
-3.0894000000E-03,-1.666667E-02
-3.0892000000E-03,+0.000000E+00
-3.0890000000E-03,+1.666665E-03
-3.0888000000E-03,+4.999995E-03
-3.0886000000E-03,+4.999995E-03
-3.0884000000E-03,+1.666667E-02
-3.0882000000E-03,+2.000000E-02
-3.0880000000E-03,+3.333330E-03
-3.0878000000E-03,-4.999995E-03
-3.0876000000E-03,+1.500000E-02
-3.0874000000E-03,+0.000000E+00
-3.0872000000E-03,-1.666665E-03
-3.0870000000E-03,+1.833333E-02
-3.0868000000E-03,-1.333334E-02
-3.0866000000E-03,+1.333334E-02
-3.0864000000E-03,-4.999995E-03
-3.0862000000E-03,+6.666660E-03
-3.0860000000E-03,+3.333330E-03
-3.0858000000E-03,+6.666660E-03
-3.0856000000E-03,+1.666665E-03
-3.0854000000E-03,-4.999995E-03
-3.0852000000E-03,+3.333330E-03
-3.0850000000E-03,+2.166666E-02
-3.0848000000E-03,-6.666675E-03
-3.0846000000E-03,+1.000001E-02
-3.0844000000E-03,-1.666665E-03
-3.0842000000E-03,+1.166667E-02
-3.0840000000E-03,+3.333330E-03
-3.0838000000E-03,+0.000000E+00
-3.0836000000E-03,+1.000001E-02
-3.0834000000E-03,+1.666665E-03
-3.0832000000E-03,-1.666665E-03
